food_id,food_name,category,state,region,region_code,diet_type,diet_code,calories_kcal,protein_g,carbs_g,fat_g,fiber_g,prebiotic_score,fodmap_level,is_fermented,description,clinical_benefit,image_path
491,Kofta Do Pyaza,Main_Course,Pan-India,Pan-India,6,veg,0,139,6.5,19.6,3.5,4.5,3,Medium,0,"Authentic Pan-India preparation of Kofta Do Pyaza, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/491.jpg
492,Badam Halwa,Desserts,Pan-India,Pan-India,6,veg,0,328,4.7,57.7,11.6,0.0,0,Medium,0,"Authentic Pan-India preparation of Badam Halwa, served as a desserts.","Provides authentic, calorically dense macronutrients for energy restoration.",images/492.jpg
493,Arbi Jeera,Side_Dish,Pan-India,Pan-India,6,veg,0,119,6.7,19.2,5.9,5.2,3,Medium,0,"Authentic Pan-India preparation of Arbi Jeera, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/493.jpg
494,Instant Coffee,Beverages,Pan-India,Pan-India,6,veg,0,129,5.2,17.3,2.0,3.3,2,Medium,0,"Authentic Pan-India preparation of Instant Coffee, served as a beverages.","Provides authentic, calorically dense macronutrients for energy restoration.",images/494.jpg
495,Duck Xacuti,Main_Course,Goa,West,3,non-veg,1,147,4.5,19.5,7.7,1.8,1,Medium,0,"Authentic Goa preparation of Duck Xacuti, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/495.jpg
496,Gajar Ka Halwa,Desserts,Pan-India,Pan-India,6,veg,0,298,2.0,55.7,9.7,2.0,1,Medium,0,"Authentic Pan-India preparation of Gajar Ka Halwa, served as a desserts.","Provides authentic, calorically dense macronutrients for energy restoration.",images/496.jpg
497,Beetroot Kurkuri,Side_Dish,Pan-India,Pan-India,6,veg,0,150,9.3,15.8,7.1,3.8,2,Medium,0,"Authentic Pan-India preparation of Beetroot Kurkuri, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/497.jpg
498,Soya Chunks Makhani,Main_Course,Punjab,North,1,veg,0,290,25.5,21.6,17.8,7.8,5,High,0,"Authentic Punjab preparation of Soya Chunks Makhani, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/498.jpg
499,Navratan Pasanda,Main_Course,Pan-India,Pan-India,6,veg,0,180,8.1,23.0,7.0,4.6,3,Medium,0,"Authentic Pan-India preparation of Navratan Pasanda, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/499.jpg
500,Nannari Sherbet,Beverages,Pan-India,Pan-India,6,veg,0,155,5.5,15.3,9.0,5.3,3,Medium,0,"Authentic Pan-India preparation of Nannari Sherbet, served as a beverages.","Provides authentic, calorically dense macronutrients for energy restoration.",images/500.jpg
501,Lobia Makhani,Dals_Legumes,Punjab,North,1,veg,0,331,15.5,47.3,13.5,12.1,8,High,0,"Authentic Punjab preparation of Lobia Makhani, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/501.jpg
502,Mirchi Cutlet,Snacks,Pan-India,Pan-India,6,veg,0,164,4.2,20.2,4.1,3.6,2,Medium,0,"Authentic Pan-India preparation of Mirchi Cutlet, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/502.jpg
503,Rice Idli,Breads_Rice,Tamil Nadu,South,2,veg,0,254,4.9,50.9,4.6,3.2,7,Low,1,"Authentic Tamil Nadu preparation of Rice Idli, served as a breads rice.",Enhances probiotic density and boosts lactic-acid bacteria.,images/503.jpg
504,Gobi Hariyali Tikka,Appetizers,Punjab,North,1,veg,0,61,6.8,11.2,0.5,6.7,4,Medium,0,"Authentic Punjab preparation of Gobi Hariyali Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/504.jpg
505,Jackfruit Chettinad,Main_Course,Tamil Nadu,South,2,veg,0,154,7.0,23.9,5.1,3.2,2,Medium,0,"Authentic Tamil Nadu preparation of Jackfruit Chettinad, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/505.jpg
506,Fish Jalfrezi,Main_Course,Pan-India,Pan-India,6,non-veg,1,194,22.4,0.5,6.8,0.0,0,Low,0,"Authentic Pan-India preparation of Fish Jalfrezi, served as a main course.",Low-FODMAP profile prevents bloating and supports IBS management.,images/506.jpg
507,Cheese Dosa,Breads_Rice,Pan-India,Pan-India,6,veg,0,265,14.7,6.9,18.9,0.0,5,Medium,1,"Authentic Pan-India preparation of Cheese Dosa, served as a breads rice.",Enhances probiotic density and boosts lactic-acid bacteria.,images/507.jpg
508,Gobi Malai Tikka,Appetizers,Punjab,North,1,veg,0,112,2.1,11.7,13.0,6.3,4,Medium,0,"Authentic Punjab preparation of Gobi Malai Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/508.jpg
509,Rajma Dhaba Style,Dals_Legumes,Pan-India,Pan-India,6,veg,0,250,13.7,43.6,1.3,12.7,8,High,0,"Authentic Pan-India preparation of Rajma Dhaba Style, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/509.jpg
510,Jeera Rice,Breads_Rice,Pan-India,Pan-India,6,veg,0,267,2.3,47.6,7.3,1.4,0,Low,0,"Authentic Pan-India preparation of Jeera Rice, served as a breads rice.",Low-FODMAP profile prevents bloating and supports IBS management.,images/510.jpg
511,Palak Vada,Snacks,Pan-India,Pan-India,6,veg,0,264,5.7,30.5,18.3,9.7,6,Medium,0,"Authentic Pan-India preparation of Palak Vada, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/511.jpg
512,Beans Poriyal,Side_Dish,Tamil Nadu,South,2,veg,0,132,4.6,19.2,2.6,4.4,3,Medium,0,"Authentic Tamil Nadu preparation of Beans Poriyal, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/512.jpg
513,Mirchi Bonda,Snacks,Pan-India,Pan-India,6,veg,0,156,5.3,20.7,2.4,2.9,2,Medium,0,"Authentic Pan-India preparation of Mirchi Bonda, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/513.jpg
514,Chole Fry,Dals_Legumes,Punjab,North,1,veg,0,239,13.0,38.8,6.9,10.7,7,High,0,"Authentic Punjab preparation of Chole Fry, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/514.jpg
515,Bhindi Bhujia,Side_Dish,Pan-India,Pan-India,6,veg,0,146,3.9,19.6,1.9,3.5,2,Medium,0,"Authentic Pan-India preparation of Bhindi Bhujia, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/515.jpg
516,Navratan Makhani,Main_Course,Punjab,North,1,veg,0,207,3.2,24.5,15.3,3.4,2,High,0,"Authentic Punjab preparation of Navratan Makhani, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/516.jpg
517,Masoor Dal Tadka,Dals_Legumes,Pan-India,Pan-India,6,veg,0,250,12.4,39.0,5.4,12.8,8,High,0,"Authentic Pan-India preparation of Masoor Dal Tadka, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/517.jpg
518,Tinda Bhujia,Side_Dish,Pan-India,Pan-India,6,veg,0,151,5.4,16.9,5.7,3.8,2,Medium,0,"Authentic Pan-India preparation of Tinda Bhujia, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/518.jpg
519,Prawn Salna,Main_Course,Tamil Nadu,South,2,non-veg,1,196,20.0,0.5,7.7,0.0,0,Medium,0,"Authentic Tamil Nadu preparation of Prawn Salna, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/519.jpg
520,Paneer Achari Tikka,Appetizers,Punjab,North,1,veg,0,245,15.3,5.6,16.2,0.0,0,High,0,"Authentic Punjab preparation of Paneer Achari Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/520.jpg
521,Appam,Breads_Rice,Kerala,South,2,veg,0,197,4.1,35.1,3.1,3.5,7,Medium,1,"Authentic Kerala preparation of Appam, served as a breads rice.",Enhances probiotic density and boosts lactic-acid bacteria.,images/521.jpg
522,Bread Cutlet,Snacks,Pan-India,Pan-India,6,veg,0,149,6.0,17.2,5.8,4.2,2,Medium,0,"Authentic Pan-India preparation of Bread Cutlet, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/522.jpg
523,Karela Kurkuri,Side_Dish,Pan-India,Pan-India,6,veg,0,116,1.8,18.5,5.9,1.3,0,Medium,0,"Authentic Pan-India preparation of Karela Kurkuri, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/523.jpg
524,Pudina Paratha,Breads_Rice,Pan-India,Pan-India,6,veg,0,172,3.1,34.7,1.9,1.1,0,Medium,0,"Authentic Pan-India preparation of Pudina Paratha, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/524.jpg
525,Paneer Salna,Main_Course,Tamil Nadu,South,2,veg,0,278,15.9,6.8,22.1,0.7,0,High,0,"Authentic Tamil Nadu preparation of Paneer Salna, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/525.jpg
526,Rajma Palak,Dals_Legumes,Pan-India,Pan-India,6,veg,0,241,15.1,41.2,1.5,17.9,10,High,0,"Authentic Pan-India preparation of Rajma Palak, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/526.jpg
527,Karela Bhujia,Side_Dish,Pan-India,Pan-India,6,veg,0,161,4.4,17.2,4.1,5.3,3,Medium,0,"Authentic Pan-India preparation of Karela Bhujia, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/527.jpg
528,Baingan Thoran,Side_Dish,Kerala,South,2,veg,0,152,9.0,20.9,3.0,3.9,2,Medium,0,"Authentic Kerala preparation of Baingan Thoran, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/528.jpg
529,Chicken Pakora,Snacks,Pan-India,Pan-India,6,non-veg,1,320,25.2,10.4,27.4,1.4,0,Medium,0,"Authentic Pan-India preparation of Chicken Pakora, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/529.jpg
530,Mix Veg Salna,Main_Course,Tamil Nadu,South,2,veg,0,131,4.0,18.2,6.8,3.7,2,Medium,0,"Authentic Tamil Nadu preparation of Mix Veg Salna, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/530.jpg
531,Mango Lassi,Beverages,Punjab,North,1,veg,0,158,1.7,19.6,5.3,4.8,8,Medium,1,"Authentic Punjab preparation of Mango Lassi, served as a beverages.",Enhances probiotic density and boosts lactic-acid bacteria.,images/531.jpg
532,Soya Chaap Malai Tikka,Appetizers,Punjab,North,1,veg,0,289,25.1,19.3,15.2,6.0,4,Medium,0,"Authentic Punjab preparation of Soya Chaap Malai Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/532.jpg
533,Sweet Potato Achari Tikka,Appetizers,Punjab,North,1,veg,0,127,4.9,28.2,0.9,4.8,3,Medium,0,"Authentic Punjab preparation of Sweet Potato Achari Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/533.jpg
534,Bhindi Poriyal,Side_Dish,Tamil Nadu,South,2,veg,0,176,7.4,18.8,4.7,3.9,2,Medium,0,"Authentic Tamil Nadu preparation of Bhindi Poriyal, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/534.jpg
535,Toor Dal Lasooni,Dals_Legumes,Pan-India,Pan-India,6,veg,0,257,11.3,40.8,3.0,11.9,8,High,0,"Authentic Pan-India preparation of Toor Dal Lasooni, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/535.jpg
536,Fish Malai Tikka,Appetizers,Punjab,North,1,non-veg,1,229,20.5,11.7,19.9,0.0,0,Low,0,"Authentic Punjab preparation of Fish Malai Tikka, served as a appetizers.",Low-FODMAP profile prevents bloating and supports IBS management.,images/536.jpg
537,Kofta Butter Masala,Main_Course,Pan-India,Pan-India,6,veg,0,212,8.5,26.0,17.4,3.7,2,High,0,"Authentic Pan-India preparation of Kofta Butter Masala, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/537.jpg
538,Idiyappam,Breads_Rice,Pan-India,Pan-India,6,veg,0,159,5.5,34.8,4.0,3.5,7,Medium,1,"Authentic Pan-India preparation of Idiyappam, served as a breads rice.",Enhances probiotic density and boosts lactic-acid bacteria.,images/538.jpg
539,Gobi Poriyal,Side_Dish,Tamil Nadu,South,2,veg,0,84,1.7,13.7,0.5,6.2,4,Medium,0,"Authentic Tamil Nadu preparation of Gobi Poriyal, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/539.jpg
540,Pani Puri,Snacks,Pan-India,Pan-India,6,veg,0,142,3.5,21.8,5.5,3.4,2,Medium,0,"Authentic Pan-India preparation of Pani Puri, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/540.jpg
541,Raw Banana Fry,Side_Dish,Pan-India,Pan-India,6,veg,0,137,5.0,14.6,6.8,2.4,1,Medium,0,"Authentic Pan-India preparation of Raw Banana Fry, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/541.jpg
542,Moong Dal Vada,Snacks,Pan-India,Pan-India,6,veg,0,376,14.2,50.4,18.3,11.9,8,Medium,0,"Authentic Pan-India preparation of Moong Dal Vada, served as a snacks.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/542.jpg
543,Falooda,Desserts,Pan-India,Pan-India,6,veg,0,123,2.4,29.7,1.2,2.8,1,Medium,0,"Authentic Pan-India preparation of Falooda, served as a desserts.","Provides authentic, calorically dense macronutrients for energy restoration.",images/543.jpg
544,Baingan Poriyal,Side_Dish,Tamil Nadu,South,2,veg,0,137,5.9,15.5,4.3,4.3,3,Medium,0,"Authentic Tamil Nadu preparation of Baingan Poriyal, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/544.jpg
545,Pesarattu,Breads_Rice,Pan-India,Pan-India,6,veg,0,185,5.0,29.8,3.3,6.2,4,Medium,0,"Authentic Pan-India preparation of Pesarattu, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/545.jpg
546,Soya Chunks Salna,Main_Course,Tamil Nadu,South,2,veg,0,236,25.9,12.3,4.4,9.2,6,Medium,0,"Authentic Tamil Nadu preparation of Soya Chunks Salna, served as a main course.",Supports lean muscle synthesis without aggravating bile-tolerant pathogens.,images/546.jpg
547,Aloo Vada,Snacks,Pan-India,Pan-India,6,veg,0,218,2.3,38.9,17.8,3.6,2,Medium,0,"Authentic Pan-India preparation of Aloo Vada, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/547.jpg
548,Mutton Gassi,Main_Course,Karnataka,South,2,non-veg,1,265,20.4,0.5,21.9,1.7,1,Medium,0,"Authentic Karnataka preparation of Mutton Gassi, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/548.jpg
549,Crab Jalfrezi,Main_Course,Pan-India,Pan-India,6,non-veg,1,162,4.8,21.0,4.8,4.3,3,Medium,0,"Authentic Pan-India preparation of Crab Jalfrezi, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/549.jpg
550,Chicken Galouti Kebab,Appetizers,Uttar Pradesh,North,1,non-veg,1,216,27.6,4.1,11.6,1.3,0,Medium,0,"Authentic Uttar Pradesh preparation of Chicken Galouti Kebab, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/550.jpg
551,Keema Seekh Kebab,Appetizers,Pan-India,Pan-India,6,non-veg,1,303,24.9,0.5,21.1,0.0,0,Medium,0,"Authentic Pan-India preparation of Keema Seekh Kebab, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/551.jpg
552,Sweet Potato Tandoori,Appetizers,Pan-India,Pan-India,6,veg,0,141,3.3,28.5,0.5,3.6,2,Medium,0,"Authentic Pan-India preparation of Sweet Potato Tandoori, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/552.jpg
553,Urad Dal Jeera,Dals_Legumes,Pan-India,Pan-India,6,veg,0,212,12.6,36.3,2.7,11.9,8,High,0,"Authentic Pan-India preparation of Urad Dal Jeera, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/553.jpg
554,Crab Moilee,Main_Course,Kerala,South,2,non-veg,1,155,3.6,17.8,7.3,2.8,1,Medium,0,"Authentic Kerala preparation of Crab Moilee, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/554.jpg
555,Lemon Pickle,Side_Dish,Pan-India,Pan-India,6,veg,0,174,4.6,24.0,6.4,3.9,2,Medium,0,"Authentic Pan-India preparation of Lemon Pickle, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/555.jpg
556,Egg Chettinad,Main_Course,Tamil Nadu,South,2,non-veg,1,152,13.2,6.0,12.8,0.0,0,Medium,0,"Authentic Tamil Nadu preparation of Egg Chettinad, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/556.jpg
557,Yellow Dal Tadka,Dals_Legumes,Pan-India,Pan-India,6,veg,0,247,16.2,40.9,3.4,12.0,8,High,0,"Authentic Pan-India preparation of Yellow Dal Tadka, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/557.jpg
558,Phirni,Desserts,Pan-India,Pan-India,6,veg,0,309,4.8,55.8,14.3,0.0,0,Medium,0,"Authentic Pan-India preparation of Phirni, served as a desserts.","Provides authentic, calorically dense macronutrients for energy restoration.",images/558.jpg
